business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods
63615,Saiwaii Ramen,2240 IRVING St,San Francisco,CA,94122,37.763368,-122.482262,POINT (-122.482262 37.763368),,63615_20190514,05/14/2019 12:00:00 AM,94,Routine - Unscheduled,63615_20190514_103142,Unclean nonfood contact surfaces,Low Risk,39,39,10,7,35
1231,Yamo Restaurant,3406 18th St,San Francisco,CA,94110,37.761882,-122.419599,POINT (-122.419599 37.761882),,1231_20161117,11/17/2016 12:00:00 AM,85,Routine - Unscheduled,1231_20161117_103144,Unapproved or unmaintained equipment or utensils,Low Risk,53,53,3,2,20
7534,RUSSELL'S CONVENIENCE #605,333 MARKET St,San Francisco,CA,94105,37.792037,-122.397852,POINT (-122.397852 37.792037),,7534_20190605,06-05-2019 00:00,98,Routine - Unscheduled,7534_20190605_103144,Unapproved or unmaintained equipment or utensils,Low Risk,108,108,6,10,8
29429,The Plant Cafe,3352 STEINER ST,San Francisco,CA,94123,37.800407,-122.437796,POINT (-122.437796 37.800407),,29429_20190626,06/26/2019 12:00:00 AM,90,Routine - Unscheduled,29429_20190626_103154,Unclean or degraded floors walls or ceilings,Low Risk,17,17,4,6,13
58922,Naples Pizzarella,1192 GENEVA Ave,San Francisco,CA,94112,37.714324,-122.436512,POINT (-122.436512 37.714324),,58922_20190508,05-08-2019 00:00,83,Routine - Unscheduled,58922_20190508_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,58,58,9,1,7
3210,International House of Pancakes,200 Beach St,San Francisco,CA,94133,37.807618,-122.413194,POINT (-122.413194 37.807618),,3210_20181106,11-06-2018 00:00,98,Routine - Unscheduled,3210_20181106_103154,Unclean or degraded floors walls or ceilings,Low Risk,99,99,6,3,23
63156,Takara Sushi S.F. INC,4243 18th St,San Francisco,CA,94114,37.760733,-122.436848,POINT (-122.436848 37.760733),,63156_20180212,02-12-2018 00:00,,New Ownership,63156_20180212_103154,Unclean or degraded floors walls or ceilings,Low Risk,38,38,3,5,5
4859,7-ELEVEN STORE 2230-23342E,3080 SAN JOSE Ave,San Francisco,CA,94112,37.709683,-122.457571,POINT (-122.457571 37.709683),14150999200,4859_20190826,08/26/2019 12:00:00 AM,92,Routine - Unscheduled,4859_20190826_103154,Unclean or degraded floors walls or ceilings,Low Risk,66,66,10,1,28
2407,BUTTER,354 11th St,San Francisco,CA,94103,37.771168,-122.413179,POINT (-122.413179 37.771168),14150389311,2407_20190724,07/24/2019 12:00:00 AM,90,Routine - Unscheduled,2407_20190724_103144,Unapproved or unmaintained equipment or utensils,Low Risk,32,32,1,10,20
628,EL BURRITO EXPRESS #2,1812 DIVISADERO St,San Francisco,CA,94115,37.786407,-122.440057,POINT (-122.440057 37.786407),14155774246,628_20161130,11/30/2016 12:00:00 AM,90,Routine - Unscheduled,628_20161130_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,103,103,4,6,30
18577,AMC Theatres Metreon 16 - Main Stand,135 04th St  3000,San Francisco,CA,94103,37.784548,-122.40419,POINT (-122.40419 37.784548),,18577_20190222,02/22/2019 12:00:00 AM,89,Routine - Unscheduled,18577_20190222_103103,High risk food holding temperature,High Risk,32,32,1,10,8
510,Donut Time,2401 Noriega St,San Francisco,CA,94122,37.753633,-122.48954,POINT (-122.48954 37.753633),,510_20180802,08-02-2018 00:00,86,Routine - Unscheduled,510_20180802_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,39,39,10,7,35
60355,Taqueria Castillo B,86 McAllister St,San Francisco,CA,94102,37.780994,-122.413637,POINT (-122.413637 37.780994),,60355_20170927,09/27/2017 12:00:00 AM,88,Routine - Unscheduled,60355_20170927_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20,20,5,10,36
5838,HARVEY MILK ELEMENTARY SCHOOL,4235 19th St,San Francisco,CA,94114,37.759173,-122.436488,POINT (-122.436488 37.759173),14155246276,5838_20180926,09/26/2018 12:00:00 AM,96,Routine - Unscheduled,5838_20180926_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,115,115,3,5,5
19205,Woodhouse Fish Company,2073 MARKET St,San Francisco,CA,94114,37.767631,-122.428569,POINT (-122.428569 37.767631),,19205_20180912,09-12-2018 00:00,87,Routine - Unscheduled,19205_20180912_103154,Unclean or degraded floors walls or ceilings,Low Risk,37,37,3,5,5
3571,CITY CLUB,"155 Sansome St, 10th Floor",San Francisco,CA,94104,37.791714,-122.400835,POINT (-122.400835 37.791714),,3571_20171213,12/13/2017 12:00:00 AM,74,Routine - Unscheduled,3571_20171213_103150,Improper or defective plumbing,Low Risk,108,108,6,3,8
64660,Haight Street Market,1530 Haight St,San Francisco,CA,92672,37.769957,-122.447533,POINT (-122.447533 37.769957),14155250643,64660_20190513,05/13/2019 12:00:00 AM,81,Routine - Unscheduled,64660_20190513_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,25,25,7,11,3
1952,Han Bat Korean Restaurant,2001 TARAVAL St,San Francisco,CA,94116,37.742477,-122.487507,POINT (-122.487507 37.742477),,1952_20190613,06/13/2019 12:00:00 AM,90,Routine - Unscheduled,1952_20190613_103154,Unclean or degraded floors walls or ceilings,Low Risk,40,40,10,7,35
985,The Sunset's Best Seafood Restaurant,3060 TARAVAL St,San Francisco,CA,94116,37.742048,-122.499002,POINT (-122.499002 37.742048),,985_20180924,09/24/2018 12:00:00 AM,75,Routine - Unscheduled,985_20180924_103142,Unclean nonfood contact surfaces,Low Risk,39,39,10,7,35
22606,Canyon Market,2815 Diamond St,San Francisco,CA,94131,37.734072,-122.433948,POINT (-122.433948 37.734072),,22606_20190806,08-06-2019 00:00,86,Routine - Unscheduled,22606_20190806_103139,Improper food storage,Low Risk,96,96,9,5,10
1296,TAQUERIA EL BUEN SABOR,699 VALENCIA St,San Francisco,CA,94112,37.761743,-122.421492,POINT (-122.421492 37.761743),14155588745,1296_20170926,09/26/2017 12:00:00 AM,83,Routine - Unscheduled,1296_20170926_103142,Unclean nonfood contact surfaces,Low Risk,53,53,3,2,20
6636,STARBUCKS,1390 MARKET St,San Francisco,CA,94102,37.777053,-122.416939,POINT (-122.416939 37.777053),,6636_20170105,01-05-2017 00:00,92,Routine - Unscheduled,6636_20170105_103143,Inadequate warewashing facilities or equipment,Low Risk,21,21,5,10,36
19076,Star India Restaurant,3721 GEARY Blvd,San Francisco,CA,94118,37.781153,-122.45936,POINT (-122.45936 37.781153),,19076_20190516,05/16/2019 12:00:00 AM,85,Routine - Unscheduled,19076_20190516_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,5,5,8,4,11
7243,CASA LUCAS #3,4555 MISSION St,San Francisco,CA,94112,37.725432,-122.434216,POINT (-122.434216 37.725432),,7243_20161121,11/21/2016 12:00:00 AM,83,Routine - Unscheduled,7243_20161121_103142,Unclean nonfood contact surfaces,Low Risk,90,90,9,1,7
9679,Eastern Bakery Inc,720 Grant Ave,San Francisco,CA,94108,37.793598,-122.406097,POINT (-122.406097 37.793598),,9679_20170823,08/23/2017 12:00:00 AM,74,Routine - Unscheduled,9679_20170823_103144,Unapproved or unmaintained equipment or utensils,Low Risk,104,104,6,3,6
59651,McGarden Bakery,5131 Mission St,San Francisco,CA,94112,37.716691,-122.440719,POINT (-122.440719 37.716691),,59651_20190128,01/28/2019 12:00:00 AM,80,Routine - Unscheduled,59651_20190128_103103,High risk food holding temperature,High Risk,90,90,9,1,7
1832,Murphy's,217 Kearny St,San Francisco,CA,94108,37.790125,-122.403924,POINT (-122.403924 37.790125),,1832_20170530,05/30/2017 12:00:00 AM,90,Routine - Unscheduled,1832_20170530_103131,Moderate risk vermin infestation,Moderate Risk,19,19,6,3,8
2926,Luques Restaurant & Bar,433 Powell St,San Francisco,CA,94102,37.788673,-122.408524,POINT (-122.408524 37.788673),,2926_20190709,07-09-2019 00:00,92,Routine - Unscheduled,2926_20190709_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,19,19,6,3,21
2933,Castagnola's Restaurant,286 Jefferson St,San Francisco,CA,94133,37.808098,-122.417194,POINT (-122.417194 37.808098),,2933_20190212,02-12-2019 00:00,90,Routine - Unscheduled,2933_20190212_103145,Improper storage of equipment utensils or linens,Low Risk,99,99,6,3,23
302,MOULIN ROUGE,887 GEARY St,San Francisco,CA,94109,37.786084,-122.417889,POINT (-122.417889 37.786084),,302_20170728,07/28/2017 12:00:00 AM,81,Routine - Unscheduled,302_20170728_103142,Unclean nonfood contact surfaces,Low Risk,20,20,6,10,36
5805,ORTEGA ELEMENTARY SCHOOL,400 Sargent St,San Francisco,CA,94132,37.716156,-122.466248,POINT (-122.466248 37.716156),14155464726,5805_20190222,02/22/2019 12:00:00 AM,90,Routine - Unscheduled,5805_20190222_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,65,65,10,1,24
36348,El Tepa,2198 Folsom St,San Francisco,CA,94110,37.762217,-122.415035,POINT (-122.415035 37.762217),,36348_20171205,12-05-2017 00:00,90,Routine - Unscheduled,36348_20171205_103161,Low risk vermin infestation,Low Risk,53,53,3,2,20
62735,China Express Deli,2732 MISSION St,San Francisco,CA,94110,37.7533,-122.41863,POINT (-122.41863 37.7533),,62735_20171127,11/27/2017 12:00:00 AM,83,Routine - Unscheduled,62735_20171127_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,53,53,3,2,20
1664,PANDA EXPRESS,865 MARKET St C24,San Francisco,CA,94103,37.784317,-122.407563,POINT (-122.407563 37.784317),14155249775,1664_20171108,11-08-2017 00:00,96,Routine - Unscheduled,1664_20171108_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,32,32,5,10,34
3495,Ryoko's,619 Taylor St,San Francisco,CA,94102,37.788134,-122.411817,POINT (-122.411817 37.788134),,3495_20190626,06/26/2019 12:00:00 AM,90,Routine - Unscheduled,3495_20190626_103120,Moderate risk food holding temperature,Moderate Risk,50,50,6,3,21
2593,BELLA TRATTORIA,3854 GEARY Blvd,San Francisco,CA,94118,37.781268,-122.460842,POINT (-122.460842 37.781268),,2593_20181115,11/15/2018 12:00:00 AM,90,Routine - Unscheduled,2593_20181115_103144,Unapproved or unmaintained equipment or utensils,Low Risk,5,5,8,4,11
37654,Third Avenue Food Mart,4101 California St,San Francisco,CA,94118,37.785343,-122.461547,POINT (-122.461547 37.785343),,37654_20170511,05-11-2017 00:00,88,Routine - Unscheduled,37654_20170511_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,5,5,8,4,11
2336,Ristorante Ti Piacera,1507 Polk St,San Francisco,CA,94109,37.790645,-122.420765,POINT (-122.420765 37.790645),,2336_20180227,02/27/2018 12:00:00 AM,86,Routine - Unscheduled,2336_20180227_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,105,105,4,3,21
7529,BILLIARD PALACADE,5179 MISSION St,San Francisco,CA,94112,37.715769,-122.441505,POINT (-122.441505 37.715769),,7529_20190731,07/31/2019 12:00:00 AM,94,Routine - Unscheduled,7529_20190731_103153,Inadequate dressing rooms or improper storage of personal items,Low Risk,58,58,9,1,7
2553,Its Tops Coffee Shop,1801 Market St,San Francisco,CA,94103,37.771497,-122.423802,POINT (-122.423802 37.771497),14155436395,2553_20180308,03-08-2018 00:00,74,Routine - Unscheduled,2553_20180308_103109,Unclean or unsanitary food contact surfaces,High Risk,27,27,1,5,20
2743,NOAH'S NEW YORK BAGELS #2147,2300 16 th St,San Francisco,CA,94103,37.765708,-122.409002,POINT (-122.409002 37.765708),14155862802,2743_20180531,05/31/2018 12:00:00 AM,90,Routine - Unscheduled,2743_20180531_103120,Moderate risk food holding temperature,Moderate Risk,53,53,3,9,20
488,The House,1230 Grant Ave,San Francisco,CA,94133,37.798519,-122.407071,POINT (-122.407071 37.798519),,488_20190611,06-11-2019 00:00,89,Routine - Unscheduled,488_20190611_103125,Noncompliance with shell fish tags or display,Moderate Risk,106,106,6,3,23
1296,TAQUERIA EL BUEN SABOR,699 VALENCIA St,San Francisco,CA,94112,37.761743,-122.421492,POINT (-122.421492 37.761743),14155588745,1296_20170926,09/26/2017 12:00:00 AM,83,Routine - Unscheduled,1296_20170926_103154,Unclean or degraded floors walls or ceilings,Low Risk,53,53,3,2,20
63755,Hana Zen Sushi & Yakitori Bar,Pier 39  Space M209,San Francisco,CA,94133,37.80824,-122.410189,POINT (-122.410189 37.80824),,63755_20190814,08/14/2019 12:00:00 AM,68,Routine - Unscheduled,63755_20190814_103150,Improper or defective plumbing,Low Risk,99,99,6,3,23
3478,ROUND TABLE PIZZA,2660 SAN BRUNO Ave,San Francisco,CA,94134,37.728027,-122.403811,POINT (-122.403811 37.728027),,3478_20180223,02/23/2018 12:00:00 AM,,Complaint,3478_20180223_103132,Improper thawing methods,Moderate Risk,91,91,2,2,25
3869,SAFEWAY #739,3350 MISSION St,San Francisco,CA,94110,37.742998,-122.421638,POINT (-122.421638 37.742998),14155822866,3869_20170619,06/19/2017 12:00:00 AM,80,Routine - Unscheduled,3869_20170619_103142,Unclean nonfood contact surfaces,Low Risk,83,83,9,2,2
59988,The Little Chihuahua,292 Divisadero St,San Francisco,CA,94117,37.771987,-122.437147,POINT (-122.437147 37.771987),,59988_20190424,04/24/2019 12:00:00 AM,84,Routine - Unscheduled,59988_20190424_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,26,26,4,11,3
273,HAI SUN RESTAURANT,3137 LAGUNA St,San Francisco,CA,94123,37.800133,-122.431064,POINT (-122.431064 37.800133),,273_20180322,03/22/2018 12:00:00 AM,83,Routine - Unscheduled,273_20180322_103102,Unclean hands or improper use of gloves,High Risk,15,15,4,6,13
5124,PIZZA HUT #758280,728 GEARY St,San Francisco,CA,94109,37.786477,-122.415454,POINT (-122.415454 37.786477),,5124_20190315,03/15/2019 12:00:00 AM,94,Routine - Unscheduled,5124_20190315_103142,Unclean nonfood contact surfaces,Low Risk,50,50,6,10,36
7661,DONA TERE'S MARKET,2780 21st St,San Francisco,CA,94110,37.757578,-122.410392,POINT (-122.410392 37.757578),,7661_20170719,07/19/2017 12:00:00 AM,92,Routine - Unscheduled,7661_20170719_103154,Unclean or degraded floors walls or ceilings,Low Risk,53,53,3,2,20
58675,Canon Kip Community House Senior Center,705 Natoma St,San Francisco,CA,,37.776537,-122.412188,POINT (-122.412188 37.776537),14155483747,58675_20171128,11/28/2017 12:00:00 AM,87,Routine - Unscheduled,58675_20171128_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,32,32,1,10,34
2836,Hard Rock Cafe,Pier 39  Building Q1,San Francisco,CA,94133,37.80824,-122.410189,POINT (-122.410189 37.80824),,2836_20181116,11/16/2018 12:00:00 AM,94,Routine - Unscheduled,2836_20181116_103150,Improper or defective plumbing,Low Risk,99,99,6,3,23
5200,LATINO CUISINE CULINARY ACADEMY,2929 19th St,San Francisco,CA,941102019,37.760373,-122.411153,POINT (-122.411153 37.760373),14155645220,5200_20180718,07/18/2018 12:00:00 AM,92,Routine - Unscheduled,5200_20180718_103161,Low risk vermin infestation,Low Risk,53,53,3,2,20
2920,Academy of Arts Univ- I House Cafe,860 Sutter St,San Francisco,CA,94109,37.788498,-122.414514,POINT (-122.414514 37.788498),,2920_20190717,07/17/2019 12:00:00 AM,96,Routine - Unscheduled,2920_20190717_103144,Unapproved or unmaintained equipment or utensils,Low Risk,50,50,6,3,21
19205,Woodhouse Fish Company,2073 MARKET St,San Francisco,CA,94114,37.767631,-122.428569,POINT (-122.428569 37.767631),,19205_20170906,09-06-2017 00:00,92,Routine - Unscheduled,19205_20170906_103154,Unclean or degraded floors walls or ceilings,Low Risk,37,37,3,5,5
64338,Hi Tops,2247 Market St,San Francisco,CA,94114,,,,14155552500,64338_20180103,01-03-2018 00:00,90,Routine - Unscheduled,64338_20180103_103131,Moderate risk vermin infestation,Moderate Risk,,,,,
60472,Mikaku Restaurant,323 Grant Ave,San Francisco,CA,94108,37.789995,-122.405484,POINT (-122.405484 37.789995),,60472_20190531,05/31/2019 12:00:00 AM,81,Routine - Unscheduled,60472_20190531_103150,Improper or defective plumbing,Low Risk,19,19,6,3,8
37879,Cafe Mystique,464 CASTRO St,San Francisco,CA,94114,,,,,37879_20181206,12-06-2018 00:00,84,Routine - Unscheduled,37879_20181206_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,,,,,
3115,Yee's Restaurant,1131 Grant Ave,San Francisco,CA,94133,37.797292,-122.406914,POINT (-122.406914 37.797292),,3115_20161109,11-09-2016 00:00,,Complaint,3115_20161109_103150,Improper or defective plumbing,Low Risk,104,104,6,3,6
5975,ST. JOHN OF GOD SENIOR MEALS PROGRA,1290 05th Ave,San Francisco,CA,94122,37.764408,-122.461978,POINT (-122.461978 37.764408),,5975_20180206,02-06-2018 00:00,98,Routine - Unscheduled,5975_20180206_103161,Low risk vermin infestation,Low Risk,109,109,7,11,14
33527,Popeyes Chicken & Biscuits,1426 Fillmore St Space T,San Francisco,CA,94115,37.782817,-122.432577,POINT (-122.432577 37.782817),,33527_20180613,06/13/2018 12:00:00 AM,,Complaint,33527_20180613_103120,Moderate risk food holding temperature,Moderate Risk,97,97,4,11,39
36571,Pagan Restaurant,3199 CLEMENT St,San Francisco,CA,94121,37.781558,-122.493393,POINT (-122.493393 37.781558),,36571_20161028,10/28/2016 12:00:00 AM,74,Routine - Unscheduled,36571_20161028_103132,Improper thawing methods,Moderate Risk,8,8,8,4,29
30496,Mission Street Pantry,55 04th St 1/F,San Francisco,CA,94103,37.784964,-122.404752,POINT (-122.404752 37.784964),,30496_20190408,04-08-2019 00:00,96,Routine - Unscheduled,30496_20190408_103129,Insufficient hot water or running water,Moderate Risk,32,32,5,10,8
5463,AT&T - (CART 45) SNOW CONES view [145132],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,,,,14155971500,5463_20170919,09/19/2017 12:00:00 AM,93,Routine - Unscheduled,5463_20170919_103102,Unclean hands or improper use of gloves,High Risk,,,,,
4959,THAT'S IT MARKET,2699 Mission St,San Francisco,CA,94110,37.753973,-122.418576,POINT (-122.418576 37.753973),14155289833,4959_20161228,12/28/2016 12:00:00 AM,90,Routine - Unscheduled,4959_20161228_103161,Low risk vermin infestation,Low Risk,53,53,3,2,20
3165,HAN IL KWAN,1802 BALBOA St,San Francisco,CA,94121,37.776599,-122.478292,POINT (-122.478292 37.776599),14153598244,3165_20181127,11/27/2018 12:00:00 AM,83,Routine - Unscheduled,3165_20181127_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,8,8,8,4,29
2409,Mission Hunan Restaurant,2960 16th St,San Francisco,CA,94103,37.765142,-122.419026,POINT (-122.419026 37.765142),14155628288,2409_20180806,08-06-2018 00:00,,Complaint,2409_20180806_103154,Unclean or degraded floors walls or ceilings,Low Risk,53,53,3,2,20
3048,Crustacean,1475 Polk St,San Francisco,CA,94109,37.790324,-122.420664,POINT (-122.420664 37.790324),,3048_20180525,05/25/2018 12:00:00 AM,92,Routine - Unscheduled,3048_20180525_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,105,105,4,3,21
4893,S & W MARKET,399 HAIGHT St,San Francisco,CA,94102,37.772323,-122.428627,POINT (-122.428627 37.772323),14155862346,4893_20171211,12-11-2017 00:00,92,Routine - Unscheduled,4893_20171211_103152,Unclean unmaintained or improperly constructed toilet facilities,Low Risk,27,27,4,11,9
63413,Mymy,1500 California St,San Francisco,CA,94109,37.790798,-122.419214,POINT (-122.419214 37.790798),14155807466,63413_20180522,05/22/2018 12:00:00 AM,90,Routine - Unscheduled,63413_20180522_103120,Moderate risk food holding temperature,Moderate Risk,105,105,4,3,21
63447,J.T. Restaurant/Catering,953 MISSION St 100,San Francisco,CA,94103,37.781843,-122.407517,POINT (-122.407517 37.781843),,63447_20190412,04-12-2019 00:00,88,Routine - Unscheduled,63447_20190412_103120,Moderate risk food holding temperature,Moderate Risk,32,32,1,10,34
2420,TAQUERIA SAN FRANCISCO,3230 24th St,San Francisco,CA,94110,37.752908,-122.408013,POINT (-122.408013 37.752908),,2420_20161221,12/21/2016 12:00:00 AM,96,Routine - Unscheduled,2420_20161221_103144,Unapproved or unmaintained equipment or utensils,Low Risk,53,53,3,2,20
4868,NABILA'S HAYES VALLEY HEALTH FOOD,559 HAYES St,San Francisco,CA,94102,37.776524,-122.425607,POINT (-122.425607 37.776524),,4868_20170706,07-06-2017 00:00,90,Routine - Unscheduled,4868_20170706_103139,Improper food storage,Low Risk,22,22,4,11,9
2941,Harrington's Bar & Grill,245 Front St,San Francisco,CA,94111,37.793914,-122.398984,POINT (-122.398984 37.793914),,2941_20190509,05-09-2019 00:00,89,Routine - Unscheduled,2941_20190509_103109,Unclean or unsanitary food contact surfaces,High Risk,108,108,6,3,8
5258,IBERIA CATERING,2850 ALEMANY Blvd,San Francisco,CA,94112,37.712715,-122.451363,POINT (-122.451363 37.712715),,5258_20190611,06-11-2019 00:00,88,Routine - Unscheduled,5258_20190611_103130,Inadequate sewage or wastewater disposal,Moderate Risk,66,66,9,1,28
18047,Las Palmeras,2721 Mission St,San Francisco,CA,94110,37.753463,-122.418536,POINT (-122.418536 37.753463),,18047_20190731,07/31/2019 12:00:00 AM,79,Routine - Unscheduled,18047_20190731_103120,Moderate risk food holding temperature,Moderate Risk,53,53,3,2,20
3190,NORIEGA TERIYAKI HOUSE,1755 NORIEGA St,San Francisco,CA,94122,37.753953,-122.482629,POINT (-122.482629 37.753953),,3190_20190110,01-10-2019 00:00,70,Routine - Unscheduled,3190_20190110_103145,Improper storage of equipment utensils or linens,Low Risk,39,39,10,7,35
5017,COLLEGE MARKET,995 ELLIS St,San Francisco,CA,94109,37.783613,-122.422397,POINT (-122.422397 37.783613),,5017_20190220,02/20/2019 12:00:00 AM,77,Routine - Unscheduled,5017_20190220_103133,Foods not protected from contamination,Moderate Risk,100,100,4,11,39
2716,RED A BAKERY,634 CLEMENT St,San Francisco,CA,94118,37.782888,-122.466101,POINT (-122.466101 37.782888),14155668881,2716_20190410,04-10-2019 00:00,87,Routine - Unscheduled,2716_20190410_103121,Inadequate procedures or records for time as a public health control,Moderate Risk,5,5,8,4,11
1065,UNIVERSAL CAFE,2814 19th St,San Francisco,CA,94110,37.760487,-122.410662,POINT (-122.410662 37.760487),,1065_20170906,09-06-2017 00:00,81,Routine - Unscheduled,1065_20170906_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,53,53,3,2,20
874,Pancho's Salsa Bar & Grill,1639 Polk St,San Francisco,CA,94109,37.792093,-122.421024,POINT (-122.421024 37.792093),,874_20170908,09-08-2017 00:00,85,Routine - Unscheduled,874_20170908_103144,Unapproved or unmaintained equipment or utensils,Low Risk,105,105,4,3,21
2766,TAQUERIA GUADALAJARA,4798 MISSION,San Francisco,CA,94112,37.721191,-122.43755,POINT (-122.43755 37.721191),14155552785,2766_20171023,10/23/2017 12:00:00 AM,83,Routine - Unscheduled,2766_20171023_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,80,80,9,1,28
64076,The Sycamore,2140 MISSION St,San Francisco,CA,94110,37.762789,-122.419495,POINT (-122.419495 37.762789),,64076_20171106,11-06-2017 00:00,86,Routine - Unscheduled,64076_20171106_103153,Inadequate dressing rooms or improper storage of personal items,Low Risk,53,53,3,2,20
36750,Peasant Pies,1039 IRVING St,San Francisco,CA,94122,37.763904,-122.469149,POINT (-122.469149 37.763904),,36750_20180308,03-08-2018 00:00,96,Routine - Unscheduled,36750_20180308_103154,Unclean or degraded floors walls or ceilings,Low Risk,109,109,10,11,14
6348,Castro Street Chevron,2399 Market St,San Francisco,CA,94114,37.762857,-122.434755,POINT (-122.434755 37.762857),14155622570,6348_20190813,08/13/2019 12:00:00 AM,96,Routine - Unscheduled,6348_20190813_103120,Moderate risk food holding temperature,Moderate Risk,38,38,3,5,5
61989,Osha Thai Restaurant & Lounge,311 03rd St,San Francisco,CA,94107,37.783662,-122.398704,POINT (-122.398704 37.783662),14155896742,61989_20170627,06/27/2017 12:00:00 AM,67,Routine - Unscheduled,61989_20170627_103144,Unapproved or unmaintained equipment or utensils,Low Risk,32,32,1,10,8
5953,ST PETER'S PARISH SCHOOL,1266 FLORIDA St,San Francisco,CA,94110,37.751678,-122.41,POINT (-122.41 37.751678),,5953_20171002,10-02-2017 00:00,100,Routine - Unscheduled,,,,53,53,3,2,20
4416,Sweetie's,475 Francisco St,San Francisco,CA,94133,37.804685,-122.412971,POINT (-122.412971 37.804685),,4416_20180614,06/14/2018 12:00:00 AM,98,Routine - Unscheduled,4416_20180614_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,106,106,6,3,23
2085,KENTUCKY FRIED CHICKEN #249,691 EDDY St,San Francisco,CA,94109,37.783053,-122.418988,POINT (-122.418988 37.783053),14155672641,2085_20180413,04/13/2018 12:00:00 AM,,Complaint,2085_20180413_103152,Unclean unmaintained or improperly constructed toilet facilities,Low Risk,20,20,5,10,36
60067,Publico,555 09th St,San Francisco,CA,94103,37.774722,-122.406761,POINT (-122.406761 37.774722),,60067_20190610,06-10-2019 00:00,90,Routine - Unscheduled,60067_20190610_103157,Food safety certificate or food handler card not available,Low Risk,32,32,1,10,34
4672,IRVING SEAFOOD MARKET,2130 IRVING St,San Francisco,CA,94122,37.763428,-122.480921,POINT (-122.480921 37.763428),,4672_20161206,12-06-2016 00:00,84,Routine - Unscheduled,4672_20161206_103102,Unclean hands or improper use of gloves,High Risk,39,39,10,7,35
315,The Posh Bagel,495A CASTRO St,San Francisco,CA,94114,37.760954,-122.434935,POINT (-122.434935 37.760954),,315_20180723,07/23/2018 12:00:00 AM,84,Routine - Unscheduled,315_20180723_103133,Foods not protected from contamination,Moderate Risk,38,38,3,5,5
5144,POPEYES CHICKEN & BISCUIT,599 DIVISADERO St,San Francisco,CA,94117,37.774873,-122.437804,POINT (-122.437804 37.774873),,5144_20170601,06-01-2017 00:00,90,Routine - Unscheduled,5144_20170601_103139,Improper food storage,Low Risk,24,24,4,11,9
1203,TAWAN'S THAI FOOD,4403 GEARY Blvd,San Francisco,CA,94118,37.780834,-122.46659,POINT (-122.46659 37.780834),14155755175,1203_20180802,08-02-2018 00:00,77,Routine - Unscheduled,1203_20180802_103120,Moderate risk food holding temperature,Moderate Risk,5,5,8,4,11
39776,Duc Loi Supermarket,2200 MISSION St,San Francisco,CA,94110,37.761637,-122.419385,POINT (-122.419385 37.761637),,39776_20190422,04/22/2019 12:00:00 AM,65,Routine - Unscheduled,39776_20190422_103109,Unclean or unsanitary food contact surfaces,High Risk,53,53,3,2,20
7649,SERV U MARKET,2750 21st St,San Francisco,CA,94110,37.757608,-122.409771,POINT (-122.409771 37.757608),,7649_20180511,05-11-2018 00:00,96,Routine - Unscheduled,7649_20180511_103144,Unapproved or unmaintained equipment or utensils,Low Risk,53,53,3,2,20
16329,Oscar Burger & Deli,1850 Cesar Chavez St,San Francisco,CA,94124,37.749798,-122.395962,POINT (-122.395962 37.749798),14155209845,16329_20170727,07/27/2017 12:00:00 AM,83,Routine - Unscheduled,16329_20170727_103154,Unclean or degraded floors walls or ceilings,Low Risk,54,54,2,9,1
59044,Taqueria Cazadores,1600 C Mission St,San Francisco,CA,94110,37.749851,-122.415121,POINT (-122.415121 37.749851),14156781286,59044_20190212,02-12-2019 00:00,,Complaint,59044_20190212_103139,Improper food storage,Low Risk,53,53,3,2,20
36014,CATCH,2362 MARKET St,San Francisco,CA,94114,37.763263,-122.43446,POINT (-122.43446 37.763263),,36014_20190709,07-09-2019 00:00,83,Routine - Unscheduled,36014_20190709_103120,Moderate risk food holding temperature,Moderate Risk,28,28,3,5,5
